Parcel_ID,O_zone,D_zone,CEP,Network,Type
25302,2668,436,PostNL,conventional,tour-based
25312,412,2668,PostNL,conventional,tour-based
25312,2668,436,PostNL,conventional,tour-based
25318,943,2668,PostNL,conventional,tour-based
25318,2668,436,PostNL,conventional,tour-based
25333,903,1044,DHL,conventional,tour-based
25333,1044,2662,DHL,conventional,consolidated
25333,2662,437,DHL,conventional,tour-based
25347,394,2662,DHL,conventional,tour-based
25347,2662,437,DHL,conventional,tour-based
25354,635,1044,DHL,conventional,tour-based
25354,1044,2662,DHL,conventional,consolidated
25354,2662,437,DHL,conventional,tour-based
25356,263,4604,DPD,conventional,tour-based
25356,4604,437,DPD,conventional,tour-based
25360,738,4604,DPD,conventional,tour-based
25360,4604,437,DPD,conventional,tour-based
25364,560,4604,DPD,conventional,tour-based
25364,4604,437,DPD,conventional,tour-based
25391,769,2668,PostNL,conventional,tour-based
25391,2668,437,PostNL,conventional,tour-based
25394,369,2668,PostNL,conventional,tour-based
25394,2668,437,PostNL,conventional,tour-based
25400,300,2668,PostNL,conventional,tour-based
25400,2668,437,PostNL,conventional,tour-based
25413,907,2668,PostNL,conventional,tour-based
25413,2668,437,PostNL,conventional,tour-based
25435,503,3362,UPS,conventional,tour-based
25435,3362,437,UPS,conventional,tour-based
25445,50,1008,DHL,conventional,tour-based
25445,1008,2662,DHL,conventional,consolidated
25445,2662,438,DHL,conventional,tour-based
25482,209,2668,PostNL,conventional,tour-based
25482,2668,438,PostNL,conventional,tour-based
25498,442,2662,DHL,conventional,tour-based
25498,2662,439,DHL,conventional,tour-based
25535,669,2668,PostNL,conventional,tour-based
25535,2668,439,PostNL,conventional,tour-based
25543,876,2668,PostNL,conventional,tour-based
25543,2668,439,PostNL,conventional,tour-based
25548,1021,2668,PostNL,conventional,tour-based
25548,2668,439,PostNL,conventional,tour-based
25564,111,1008,DHL,conventional,tour-based
25564,1008,2662,DHL,conventional,consolidated
25564,2662,440,DHL,conventional,tour-based
25615,142,1008,DHL,conventional,tour-based
25615,1008,2662,DHL,conventional,consolidated
25615,2662,441,DHL,conventional,tour-based
25667,708,2668,PostNL,conventional,tour-based
25667,2668,441,PostNL,conventional,tour-based
25699,690,3362,UPS,conventional,tour-based
25699,3362,441,UPS,conventional,tour-based
25703,567,3362,UPS,conventional,tour-based
25703,3362,441,UPS,conventional,tour-based
25726,1055,5514,GLS,conventional,tour-based
25726,5514,442,GLS,conventional,tour-based
25740,526,2668,PostNL,conventional,tour-based
25740,2668,442,PostNL,conventional,tour-based
25818,253,2668,PostNL,conventional,tour-based
25818,2668,445,PostNL,conventional,tour-based
25918,692,2668,PostNL,conventional,tour-based
25918,2668,446,PostNL,conventional,tour-based
25927,407,2668,PostNL,conventional,tour-based
25927,2668,446,PostNL,conventional,tour-based
25966,424,4604,DPD,conventional,tour-based
25966,4604,447,DPD,conventional,tour-based
25999,654,2668,PostNL,conventional,tour-based
25999,2668,447,PostNL,conventional,tour-based
26047,484,2668,PostNL,conventional,tour-based
26047,2668,448,PostNL,conventional,tour-based
26054,247,3362,UPS,conventional,tour-based
26054,3362,448,UPS,conventional,tour-based
26152,335,2668,PostNL,conventional,tour-based
26152,2668,450,PostNL,conventional,tour-based
26173,137,2668,PostNL,conventional,tour-based
26173,2668,450,PostNL,conventional,tour-based
26202,492,2668,PostNL,conventional,tour-based
26202,2668,456,PostNL,conventional,tour-based
26223,413,2662,DHL,conventional,tour-based
26223,2662,458,DHL,conventional,tour-based
26230,591,4604,DPD,conventional,tour-based
26230,4604,458,DPD,conventional,tour-based
26255,35,3362,UPS,conventional,tour-based
26255,3362,458,UPS,conventional,tour-based
26279,466,4604,DPD,conventional,tour-based
26279,4604,459,DPD,conventional,tour-based
26291,509,2668,PostNL,conventional,tour-based
26291,2668,459,PostNL,conventional,tour-based
26334,729,2662,DHL,conventional,tour-based
26334,2662,460,DHL,conventional,tour-based
26339,682,4604,DPD,conventional,tour-based
26339,4604,460,DPD,conventional,tour-based
26384,234,2668,PostNL,conventional,tour-based
26384,2668,461,PostNL,conventional,tour-based
26398,244,2668,PostNL,conventional,tour-based
26398,2668,461,PostNL,conventional,tour-based
26408,791,2668,PostNL,conventional,tour-based
26408,2668,461,PostNL,conventional,tour-based
26431,73,1008,DHL,conventional,tour-based
26431,1008,2662,DHL,conventional,consolidated
26431,2662,462,DHL,conventional,tour-based
26474,682,2668,PostNL,conventional,tour-based
26474,2668,462,PostNL,conventional,tour-based
26476,873,2668,PostNL,conventional,tour-based
26476,2668,462,PostNL,conventional,tour-based
26486,883,2668,PostNL,conventional,tour-based
26486,2668,462,PostNL,conventional,tour-based
26509,330,1044,DHL,conventional,tour-based
26509,1044,2662,DHL,conventional,consolidated
26509,2662,463,DHL,conventional,tour-based
26520,278,4604,DPD,conventional,tour-based
26520,4604,463,DPD,conventional,tour-based
26526,434,5514,GLS,conventional,tour-based
26526,5514,463,GLS,conventional,tour-based
26542,44,2668,PostNL,conventional,tour-based
26542,2668,463,PostNL,conventional,tour-based
26554,324,2668,PostNL,conventional,tour-based
26554,2668,463,PostNL,conventional,tour-based
26575,902,3362,UPS,conventional,tour-based
26575,3362,463,UPS,conventional,tour-based
26579,990,1044,DHL,conventional,tour-based
26579,1044,2662,DHL,conventional,consolidated
26579,2662,464,DHL,conventional,tour-based
26580,495,1044,DHL,conventional,tour-based
26580,1044,2662,DHL,conventional,consolidated
26580,2662,464,DHL,conventional,tour-based
26601,236,1044,DHL,conventional,tour-based
26601,1044,2662,DHL,conventional,consolidated
26601,2662,464,DHL,conventional,tour-based
26607,799,4604,DPD,conventional,tour-based
26607,4604,464,DPD,conventional,tour-based
26612,491,4604,DPD,conventional,tour-based
26612,4604,464,DPD,conventional,tour-based
26624,418,2668,PostNL,conventional,tour-based
26624,2668,464,PostNL,conventional,tour-based
26654,631,2668,PostNL,conventional,tour-based
26654,2668,464,PostNL,conventional,tour-based
26673,271,3362,UPS,conventional,tour-based
26673,3362,464,UPS,conventional,tour-based
26726,12,2668,PostNL,conventional,tour-based
26726,2668,465,PostNL,conventional,tour-based
26752,846,1044,DHL,conventional,tour-based
26752,1044,2662,DHL,conventional,consolidated
26752,2662,466,DHL,conventional,tour-based
26768,398,2662,DHL,conventional,tour-based
26768,2662,466,DHL,conventional,tour-based
26777,15,1008,DHL,conventional,tour-based
26777,1008,2662,DHL,conventional,consolidated
26777,2662,466,DHL,conventional,tour-based
26781,210,1008,DHL,conventional,tour-based
26781,1008,2662,DHL,conventional,consolidated
26781,2662,466,DHL,conventional,tour-based
26784,635,1044,DHL,conventional,tour-based
26784,1044,2662,DHL,conventional,consolidated
26784,2662,466,DHL,conventional,tour-based
26788,101,1008,DHL,conventional,tour-based
26788,1008,2662,DHL,conventional,consolidated
26788,2662,466,DHL,conventional,tour-based
26809,607,4604,DPD,conventional,tour-based
26809,4604,466,DPD,conventional,tour-based
26858,282,2668,PostNL,conventional,tour-based
26858,2668,466,PostNL,conventional,tour-based
26861,297,2668,PostNL,conventional,tour-based
26861,2668,466,PostNL,conventional,tour-based
26871,279,2668,PostNL,conventional,tour-based
26871,2668,466,PostNL,conventional,tour-based
26907,134,2668,PostNL,conventional,tour-based
26907,2668,466,PostNL,conventional,tour-based
26945,368,3362,UPS,conventional,tour-based
26945,3362,466,UPS,conventional,tour-based
26985,63,1008,DHL,conventional,tour-based
26985,1008,1044,DHL,conventional,consolidated
26985,1044,467,DHL,conventional,tour-based
27008,118,4604,DPD,conventional,tour-based
27008,4604,467,DPD,conventional,tour-based
27014,1049,4604,DPD,conventional,tour-based
27014,4604,467,DPD,conventional,tour-based
27039,707,2668,PostNL,conventional,tour-based
27039,2668,467,PostNL,conventional,tour-based
27045,843,2668,PostNL,conventional,tour-based
27045,2668,467,PostNL,conventional,tour-based
27059,790,2668,PostNL,conventional,tour-based
27059,2668,467,PostNL,conventional,tour-based
27074,156,2668,PostNL,conventional,tour-based
27074,2668,467,PostNL,conventional,tour-based
27108,304,2668,PostNL,conventional,tour-based
27108,2668,467,PostNL,conventional,tour-based
27173,497,4604,DPD,conventional,tour-based
27173,4604,468,DPD,conventional,tour-based
27174,825,4604,DPD,conventional,tour-based
27174,4604,468,DPD,conventional,tour-based
27199,787,2668,PostNL,conventional,tour-based
27199,2668,468,PostNL,conventional,tour-based
27238,615,2668,PostNL,conventional,tour-based
27238,2668,468,PostNL,conventional,tour-based
27254,14,2668,PostNL,conventional,tour-based
27254,2668,468,PostNL,conventional,tour-based
27269,46,2668,PostNL,conventional,tour-based
27269,2668,468,PostNL,conventional,tour-based
27291,950,1008,DHL,conventional,tour-based
27291,1008,1044,DHL,conventional,consolidated
27291,1044,469,DHL,conventional,tour-based
27369,487,2668,PostNL,conventional,tour-based
27369,2668,469,PostNL,conventional,tour-based
27396,947,2668,PostNL,conventional,tour-based
27396,2668,469,PostNL,conventional,tour-based
27433,163,2668,PostNL,conventional,tour-based
27433,2668,469,PostNL,conventional,tour-based
27462,909,2668,PostNL,conventional,tour-based
27462,2668,469,PostNL,conventional,tour-based
27471,896,3362,UPS,conventional,tour-based
27471,3362,469,UPS,conventional,tour-based
27472,619,3362,UPS,conventional,tour-based
27472,3362,469,UPS,conventional,tour-based
27535,394,4604,DPD,conventional,tour-based
27535,4604,472,DPD,conventional,tour-based
27580,48,2668,PostNL,conventional,tour-based
27580,2668,472,PostNL,conventional,tour-based
27594,166,2668,PostNL,conventional,tour-based
27594,2668,472,PostNL,conventional,tour-based
27684,141,1008,DHL,conventional,tour-based
27684,1008,1044,DHL,conventional,consolidated
27684,1044,473,DHL,conventional,tour-based
27700,1074,2668,PostNL,conventional,tour-based
27700,2668,473,PostNL,conventional,tour-based
27708,263,2668,PostNL,conventional,tour-based
27708,2668,473,PostNL,conventional,tour-based
27715,547,2668,PostNL,conventional,tour-based
27715,2668,473,PostNL,conventional,tour-based
27717,495,2668,PostNL,conventional,tour-based
27717,2668,473,PostNL,conventional,tour-based
27730,777,2662,DHL,conventional,tour-based
27730,2662,1044,DHL,conventional,consolidated
27730,1044,474,DHL,conventional,tour-based
27741,844,4604,DPD,conventional,tour-based
27741,4604,474,DPD,conventional,tour-based
27757,533,2668,PostNL,conventional,tour-based
27757,2668,474,PostNL,conventional,tour-based
27773,610,3362,UPS,conventional,tour-based
27773,3362,474,UPS,conventional,tour-based
27794,601,2668,PostNL,conventional,tour-based
27794,2668,476,PostNL,conventional,tour-based
27821,664,1044,DHL,conventional,tour-based
27821,1044,478,DHL,conventional,tour-based
27839,156,4137,FedEx,conventional,tour-based
27839,4137,478,FedEx,conventional,tour-based
27867,558,2668,PostNL,conventional,tour-based
27867,2668,478,PostNL,conventional,tour-based
27875,592,2668,PostNL,conventional,tour-based
27875,2668,478,PostNL,conventional,tour-based
27893,507,1044,DHL,conventional,tour-based
27893,1044,2662,DHL,conventional,consolidated
27893,2662,479,DHL,conventional,tour-based
27913,492,1044,DHL,conventional,tour-based
27913,1044,2662,DHL,conventional,consolidated
27913,2662,479,DHL,conventional,tour-based
27958,392,2668,PostNL,conventional,tour-based
27958,2668,479,PostNL,conventional,tour-based
27963,249,2668,PostNL,conventional,tour-based
27963,2668,479,PostNL,conventional,tour-based
27966,266,2668,PostNL,conventional,tour-based
27966,2668,479,PostNL,conventional,tour-based
27989,248,2668,PostNL,conventional,tour-based
27989,2668,479,PostNL,conventional,tour-based
27993,499,2668,PostNL,conventional,tour-based
27993,2668,479,PostNL,conventional,tour-based
28014,490,2668,PostNL,conventional,tour-based
28014,2668,479,PostNL,conventional,tour-based
28021,469,3362,UPS,conventional,tour-based
28021,3362,479,UPS,conventional,tour-based
28035,376,2662,DHL,conventional,tour-based
28035,2662,480,DHL,conventional,tour-based
28046,61,1008,DHL,conventional,tour-based
28046,1008,2662,DHL,conventional,consolidated
28046,2662,480,DHL,conventional,tour-based
28113,485,2668,PostNL,conventional,tour-based
28113,2668,481,PostNL,conventional,tour-based
28154,637,2668,PostNL,conventional,tour-based
28154,2668,482,PostNL,conventional,tour-based
28176,591,1008,DHL,conventional,tour-based
28176,1008,2662,DHL,conventional,consolidated
28176,2662,483,DHL,conventional,tour-based
28193,244,2668,PostNL,conventional,tour-based
28193,2668,483,PostNL,conventional,tour-based
28197,55,2668,PostNL,conventional,tour-based
28197,2668,483,PostNL,conventional,tour-based
28201,167,2668,PostNL,conventional,tour-based
28201,2668,483,PostNL,conventional,tour-based
28229,89,1008,DHL,conventional,tour-based
28229,1008,1044,DHL,conventional,consolidated
28229,1044,484,DHL,conventional,tour-based
28238,114,4604,DPD,conventional,tour-based
28238,4604,484,DPD,conventional,tour-based
28268,904,2668,PostNL,conventional,tour-based
28268,2668,484,PostNL,conventional,tour-based
28319,697,5514,GLS,conventional,tour-based
28319,5514,485,GLS,conventional,tour-based
28346,886,2668,PostNL,conventional,tour-based
28346,2668,485,PostNL,conventional,tour-based
28363,632,1044,DHL,conventional,tour-based
28363,1044,486,DHL,conventional,tour-based
28405,10,2668,PostNL,conventional,tour-based
28405,2668,486,PostNL,conventional,tour-based
28407,840,2668,PostNL,conventional,tour-based
28407,2668,486,PostNL,conventional,tour-based
28424,843,2668,PostNL,conventional,tour-based
28424,2668,486,PostNL,conventional,tour-based
28446,479,2668,PostNL,conventional,tour-based
28446,2668,486,PostNL,conventional,tour-based
28488,282,2668,PostNL,conventional,tour-based
28488,2668,487,PostNL,conventional,tour-based
28492,689,2668,PostNL,conventional,tour-based
28492,2668,487,PostNL,conventional,tour-based
28606,328,2668,PostNL,conventional,tour-based
28606,2668,489,PostNL,conventional,tour-based
28621,553,1044,DHL,conventional,tour-based
28621,1044,490,DHL,conventional,tour-based
28659,869,2668,PostNL,conventional,tour-based
28659,2668,490,PostNL,conventional,tour-based
28667,118,2668,PostNL,conventional,tour-based
28667,2668,490,PostNL,conventional,tour-based
28675,794,2668,PostNL,conventional,tour-based
28675,2668,490,PostNL,conventional,tour-based
28695,724,4604,DPD,conventional,tour-based
28695,4604,491,DPD,conventional,tour-based
28710,341,2668,PostNL,conventional,tour-based
28710,2668,491,PostNL,conventional,tour-based
28850,189,2668,PostNL,conventional,tour-based
28850,2668,493,PostNL,conventional,tour-based
28853,931,2668,PostNL,conventional,tour-based
28853,2668,493,PostNL,conventional,tour-based
28873,159,1044,DHL,conventional,tour-based
28873,1044,495,DHL,conventional,tour-based
28901,209,4604,DPD,conventional,tour-based
28901,4604,495,DPD,conventional,tour-based
28943,500,2668,PostNL,conventional,tour-based
28943,2668,495,PostNL,conventional,tour-based
28945,40,2668,PostNL,conventional,tour-based
28945,2668,495,PostNL,conventional,tour-based
28969,395,3362,UPS,conventional,tour-based
28969,3362,495,UPS,conventional,tour-based
28972,1080,3362,UPS,conventional,tour-based
28972,3362,495,UPS,conventional,tour-based
29037,555,1044,DHL,conventional,tour-based
29037,1044,497,DHL,conventional,tour-based
29046,69,1008,DHL,conventional,tour-based
29046,1008,1044,DHL,conventional,consolidated
29046,1044,497,DHL,conventional,tour-based
29076,777,2668,PostNL,conventional,tour-based
29076,2668,497,PostNL,conventional,tour-based
29145,479,2668,PostNL,conventional,tour-based
29145,2668,498,PostNL,conventional,tour-based
29153,770,2668,PostNL,conventional,tour-based
29153,2668,498,PostNL,conventional,tour-based
29181,140,1008,DHL,conventional,tour-based
29181,1008,1044,DHL,conventional,consolidated
29181,1044,499,DHL,conventional,tour-based
29188,701,4604,DPD,conventional,tour-based
29188,4604,499,DPD,conventional,tour-based
29211,13,2668,PostNL,conventional,tour-based
29211,2668,499,PostNL,conventional,tour-based
29324,208,3362,UPS,conventional,tour-based
29324,3362,500,UPS,conventional,tour-based
29338,316,1044,DHL,conventional,tour-based
29338,1044,501,DHL,conventional,tour-based
29347,392,2662,DHL,conventional,tour-based
29347,2662,1044,DHL,conventional,consolidated
29347,1044,501,DHL,conventional,tour-based
29388,236,2668,PostNL,conventional,tour-based
29388,2668,501,PostNL,conventional,tour-based
29392,504,2668,PostNL,conventional,tour-based
29392,2668,501,PostNL,conventional,tour-based
29449,288,1044,DHL,conventional,tour-based
29449,1044,502,DHL,conventional,tour-based
29465,660,2668,PostNL,conventional,tour-based
29465,2668,502,PostNL,conventional,tour-based
29476,693,2668,PostNL,conventional,tour-based
29476,2668,502,PostNL,conventional,tour-based
29477,732,2668,PostNL,conventional,tour-based
29477,2668,502,PostNL,conventional,tour-based
29497,149,2668,PostNL,conventional,tour-based
29497,2668,502,PostNL,conventional,tour-based
29557,82,2668,PostNL,conventional,tour-based
29557,2668,503,PostNL,conventional,tour-based
29568,544,2668,PostNL,conventional,tour-based
29568,2668,503,PostNL,conventional,tour-based
29625,580,4604,DPD,conventional,tour-based
29625,4604,504,DPD,conventional,tour-based
29626,591,4137,FedEx,conventional,tour-based
29626,4137,504,FedEx,conventional,tour-based
29645,233,2668,PostNL,conventional,tour-based
29645,2668,504,PostNL,conventional,tour-based
29677,568,2668,PostNL,conventional,tour-based
29677,2668,504,PostNL,conventional,tour-based
29713,242,1044,DHL,conventional,tour-based
29713,1044,505,DHL,conventional,tour-based
29760,288,2668,PostNL,conventional,tour-based
29760,2668,505,PostNL,conventional,tour-based
29765,132,2668,PostNL,conventional,tour-based
29765,2668,505,PostNL,conventional,tour-based
29779,192,2668,PostNL,conventional,tour-based
29779,2668,505,PostNL,conventional,tour-based
29789,148,2668,PostNL,conventional,tour-based
29789,2668,505,PostNL,conventional,tour-based
29824,611,1044,DHL,conventional,tour-based
29824,1044,506,DHL,conventional,tour-based
29914,210,2668,PostNL,conventional,tour-based
29914,2668,507,PostNL,conventional,tour-based
29921,574,2668,PostNL,conventional,tour-based
29921,2668,507,PostNL,conventional,tour-based
29922,931,2668,PostNL,conventional,tour-based
29922,2668,507,PostNL,conventional,tour-based
29967,480,2662,DHL,conventional,tour-based
29967,2662,1044,DHL,conventional,consolidated
29967,1044,508,DHL,conventional,tour-based
29973,469,4604,DPD,conventional,tour-based
29973,4604,508,DPD,conventional,tour-based
29990,907,5514,GLS,conventional,tour-based
29990,5514,508,GLS,conventional,tour-based
29997,627,2668,PostNL,conventional,tour-based
29997,2668,508,PostNL,conventional,tour-based
30084,404,2662,DHL,conventional,tour-based
30084,2662,1044,DHL,conventional,consolidated
30084,1044,509,DHL,conventional,tour-based
30086,899,1044,DHL,conventional,tour-based
30086,1044,509,DHL,conventional,tour-based
30123,279,2668,PostNL,conventional,tour-based
30123,2668,509,PostNL,conventional,tour-based
30127,535,2668,PostNL,conventional,tour-based
30127,2668,509,PostNL,conventional,tour-based
30133,740,2668,PostNL,conventional,tour-based
30133,2668,509,PostNL,conventional,tour-based
30167,519,1044,DHL,conventional,tour-based
30167,1044,510,DHL,conventional,tour-based
30178,645,1044,DHL,conventional,tour-based
30178,1044,510,DHL,conventional,tour-based
30187,655,1044,DHL,conventional,tour-based
30187,1044,510,DHL,conventional,tour-based
30273,47,2668,PostNL,conventional,tour-based
30273,2668,510,PostNL,conventional,tour-based
30277,253,2668,PostNL,conventional,tour-based
30277,2668,510,PostNL,conventional,tour-based
30307,799,4604,DPD,conventional,tour-based
30307,4604,511,DPD,conventional,tour-based
30312,231,4137,FedEx,conventional,tour-based
30312,4137,511,FedEx,conventional,tour-based
30326,641,2668,PostNL,conventional,tour-based
30326,2668,511,PostNL,conventional,tour-based
30349,410,3362,UPS,conventional,tour-based
30349,3362,511,UPS,conventional,tour-based
30366,694,1044,DHL,conventional,tour-based
30366,1044,512,DHL,conventional,tour-based
30380,902,2668,PostNL,conventional,tour-based
30380,2668,512,PostNL,conventional,tour-based
30385,936,2668,PostNL,conventional,tour-based
30385,2668,512,PostNL,conventional,tour-based
30392,655,2668,PostNL,conventional,tour-based
30392,2668,512,PostNL,conventional,tour-based
30443,819,5514,GLS,conventional,tour-based
30443,5514,513,GLS,conventional,tour-based
30447,594,2668,PostNL,conventional,tour-based
30447,2668,513,PostNL,conventional,tour-based
30457,773,2668,PostNL,conventional,tour-based
30457,2668,513,PostNL,conventional,tour-based
30465,109,2668,PostNL,conventional,tour-based
30465,2668,513,PostNL,conventional,tour-based
30469,166,2668,PostNL,conventional,tour-based
30469,2668,513,PostNL,conventional,tour-based
30486,611,2668,PostNL,conventional,tour-based
30486,2668,513,PostNL,conventional,tour-based
30502,99,1008,DHL,conventional,tour-based
30502,1008,1044,DHL,conventional,consolidated
30502,1044,514,DHL,conventional,tour-based
30504,666,1044,DHL,conventional,tour-based
30504,1044,514,DHL,conventional,tour-based
30528,884,1008,DHL,conventional,tour-based
30528,1008,1044,DHL,conventional,consolidated
30528,1044,514,DHL,conventional,tour-based
30538,240,4604,DPD,conventional,tour-based
30538,4604,514,DPD,conventional,tour-based
30573,600,2668,PostNL,conventional,tour-based
30573,2668,514,PostNL,conventional,tour-based
30589,159,2668,PostNL,conventional,tour-based
30589,2668,514,PostNL,conventional,tour-based
30640,237,3362,UPS,conventional,tour-based
30640,3362,514,UPS,conventional,tour-based
30641,303,3362,UPS,conventional,tour-based
30641,3362,514,UPS,conventional,tour-based
30648,943,1008,DHL,conventional,tour-based
30648,1008,1044,DHL,conventional,consolidated
30648,1044,515,DHL,conventional,tour-based
30665,98,5514,GLS,conventional,tour-based
30665,5514,515,GLS,conventional,tour-based
30703,656,1044,DHL,conventional,tour-based
30703,1044,516,DHL,conventional,tour-based
30724,549,2668,PostNL,conventional,tour-based
30724,2668,516,PostNL,conventional,tour-based
30732,785,2668,PostNL,conventional,tour-based
30732,2668,516,PostNL,conventional,tour-based
30748,472,2668,PostNL,conventional,tour-based
30748,2668,516,PostNL,conventional,tour-based
30754,715,3362,UPS,conventional,tour-based
30754,3362,516,UPS,conventional,tour-based
30766,1056,1044,DHL,conventional,tour-based
30766,1044,517,DHL,conventional,tour-based
30777,277,4604,DPD,conventional,tour-based
30777,4604,517,DPD,conventional,tour-based
30801,136,2668,PostNL,conventional,tour-based
30801,2668,517,PostNL,conventional,tour-based
30842,341,1044,DHL,conventional,tour-based
30842,1044,519,DHL,conventional,tour-based
30864,731,2662,DHL,conventional,tour-based
30864,2662,1044,DHL,conventional,consolidated
30864,1044,519,DHL,conventional,tour-based
30865,34,1008,DHL,conventional,tour-based
30865,1008,1044,DHL,conventional,consolidated
30865,1044,519,DHL,conventional,tour-based
30880,17,4604,DPD,conventional,tour-based
30880,4604,519,DPD,conventional,tour-based
30946,499,2668,PostNL,conventional,tour-based
30946,2668,519,PostNL,conventional,tour-based
30958,964,2668,PostNL,conventional,tour-based
30958,2668,519,PostNL,conventional,tour-based
30985,647,1044,DHL,conventional,tour-based
30985,1044,520,DHL,conventional,tour-based
31023,395,2668,PostNL,conventional,tour-based
31023,2668,520,PostNL,conventional,tour-based
31077,117,3362,UPS,conventional,tour-based
31077,3362,520,UPS,conventional,tour-based
31085,252,3362,UPS,conventional,tour-based
31085,3362,520,UPS,conventional,tour-based
31098,559,2668,PostNL,conventional,tour-based
31098,2668,521,PostNL,conventional,tour-based
31138,320,4604,DPD,conventional,tour-based
31138,4604,522,DPD,conventional,tour-based
31149,715,2668,PostNL,conventional,tour-based
31149,2668,522,PostNL,conventional,tour-based
31183,948,2668,PostNL,conventional,tour-based
31183,2668,522,PostNL,conventional,tour-based
31222,84,1008,DHL,conventional,tour-based
31222,1008,1044,DHL,conventional,consolidated
31222,1044,523,DHL,conventional,tour-based
31250,736,2668,PostNL,conventional,tour-based
31250,2668,523,PostNL,conventional,tour-based
31257,797,2668,PostNL,conventional,tour-based
31257,2668,523,PostNL,conventional,tour-based
31263,113,2668,PostNL,conventional,tour-based
31263,2668,523,PostNL,conventional,tour-based
31266,486,2668,PostNL,conventional,tour-based
31266,2668,523,PostNL,conventional,tour-based
31268,411,2668,PostNL,conventional,tour-based
31268,2668,523,PostNL,conventional,tour-based
31335,635,2668,PostNL,conventional,tour-based
31335,2668,525,PostNL,conventional,tour-based
31341,725,2668,PostNL,conventional,tour-based
31341,2668,525,PostNL,conventional,tour-based
31343,925,2668,PostNL,conventional,tour-based
31343,2668,525,PostNL,conventional,tour-based
31354,534,2668,PostNL,conventional,tour-based
31354,2668,525,PostNL,conventional,tour-based
31427,254,4604,DPD,conventional,tour-based
31427,4604,527,DPD,conventional,tour-based
31455,467,2668,PostNL,conventional,tour-based
31455,2668,527,PostNL,conventional,tour-based
31468,660,559,Cycloon,conventional,tour-based
31468,559,528,Cycloon,conventional,tour-based
31481,1056,1044,DHL,conventional,tour-based
31481,1044,528,DHL,conventional,tour-based
31515,371,2668,PostNL,conventional,tour-based
31515,2668,528,PostNL,conventional,tour-based
31518,84,3362,UPS,conventional,tour-based
31518,3362,528,UPS,conventional,tour-based
31521,1073,3362,UPS,conventional,tour-based
31521,3362,528,UPS,conventional,tour-based
31530,456,2662,DHL,conventional,tour-based
31530,2662,1044,DHL,conventional,consolidated
31530,1044,529,DHL,conventional,tour-based
31541,120,2668,PostNL,conventional,tour-based
31541,2668,529,PostNL,conventional,tour-based
31554,264,3362,UPS,conventional,tour-based
31554,3362,529,UPS,conventional,tour-based
31572,947,4604,DPD,conventional,tour-based
31572,4604,530,DPD,conventional,tour-based
31642,322,5514,GLS,conventional,tour-based
31642,5514,531,GLS,conventional,tour-based
31661,570,2668,PostNL,conventional,tour-based
31661,2668,531,PostNL,conventional,tour-based
31700,580,1008,DHL,conventional,tour-based
31700,1008,1044,DHL,conventional,consolidated
31700,1044,532,DHL,conventional,tour-based
31716,863,4604,DPD,conventional,tour-based
31716,4604,532,DPD,conventional,tour-based
31787,799,2662,DHL,conventional,tour-based
31787,2662,1044,DHL,conventional,consolidated
31787,1044,533,DHL,conventional,tour-based
31806,141,5514,GLS,conventional,tour-based
31806,5514,533,GLS,conventional,tour-based
31815,500,2668,PostNL,conventional,tour-based
31815,2668,533,PostNL,conventional,tour-based
31839,85,2668,PostNL,conventional,tour-based
31839,2668,533,PostNL,conventional,tour-based
31851,840,3362,UPS,conventional,tour-based
31851,3362,533,UPS,conventional,tour-based
31870,879,4604,DPD,conventional,tour-based
31870,4604,534,DPD,conventional,tour-based
31897,717,2668,PostNL,conventional,tour-based
31897,2668,534,PostNL,conventional,tour-based
31994,438,2668,PostNL,conventional,tour-based
31994,2668,535,PostNL,conventional,tour-based
31996,635,2668,PostNL,conventional,tour-based
31996,2668,535,PostNL,conventional,tour-based
32096,498,2668,PostNL,conventional,tour-based
32096,2668,537,PostNL,conventional,tour-based
32144,127,3362,UPS,conventional,tour-based
32144,3362,538,UPS,conventional,tour-based
32176,900,4604,DPD,conventional,tour-based
32176,4604,539,DPD,conventional,tour-based
32188,325,2668,PostNL,conventional,tour-based
32188,2668,539,PostNL,conventional,tour-based
32224,285,3362,UPS,conventional,tour-based
32224,3362,539,UPS,conventional,tour-based
32249,213,4604,DPD,conventional,tour-based
32249,4604,540,DPD,conventional,tour-based
32364,264,559,Cycloon,conventional,tour-based
32364,559,543,Cycloon,conventional,tour-based
32371,695,1044,DHL,conventional,tour-based
32371,1044,543,DHL,conventional,tour-based
32380,230,1008,DHL,conventional,tour-based
32380,1008,1044,DHL,conventional,consolidated
32380,1044,543,DHL,conventional,tour-based
32407,591,2668,PostNL,conventional,tour-based
32407,2668,543,PostNL,conventional,tour-based
32409,212,2668,PostNL,conventional,tour-based
32409,2668,543,PostNL,conventional,tour-based
32427,298,2668,PostNL,conventional,tour-based
32427,2668,543,PostNL,conventional,tour-based
32446,607,3362,UPS,conventional,tour-based
32446,3362,543,UPS,conventional,tour-based
32450,675,3362,UPS,conventional,tour-based
32450,3362,543,UPS,conventional,tour-based
32460,672,1044,DHL,conventional,tour-based
32460,1044,544,DHL,conventional,tour-based
32523,435,2668,PostNL,conventional,tour-based
32523,2668,544,PostNL,conventional,tour-based
32537,603,2668,PostNL,conventional,tour-based
32537,2668,544,PostNL,conventional,tour-based
32542,342,3362,UPS,conventional,tour-based
